,Time,User,Key/Agent,Message
59,2020-05-24 12:20:56,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
60,2020-05-24 12:24:16,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/0 ; PWD=/home/Shukrithi/College/LogFile-Monitoring ; USER=root ; COMMAND=/bin/chmod 777 Get_Files.sh\n'
61,2020-05-24 12:24:16,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
62,2020-05-24 12:24:16,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
63,2020-05-24 12:24:17,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/0 ; PWD=/home/Shukrithi/College/LogFile-Monitoring ; USER=root ; COMMAND=/bin/cat /var/log/boot.log\n'
64,2020-05-24 12:24:17,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
65,2020-05-24 12:24:18,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
66,2020-05-24 12:30:01,shukrithis-ubuntu,CRON[9128],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
67,2020-05-24 12:30:01,shukrithis-ubuntu,CRON[9128],' pam_unix(cron:session): session closed for user root\n'
68,2020-05-24 12:57:01,shukrithis-ubuntu,CRON[10146],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
69,2020-05-24 12:57:01,shukrithis-ubuntu,CRON[10146],' pam_unix(cron:session): session closed for user root\n'
70,2020-05-24 13:06:16,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/1 ; PWD=/home/Shukrithi/College/LogFile-Monitoring ; USER=root ; COMMAND=/bin/cat /var/log/boot.log\n'
71,2020-05-24 13:06:17,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
72,2020-05-24 13:06:17,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
73,2020-05-24 13:07:03,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/1 ; PWD=/home/Shukrithi/College/LogFile-Monitoring ; USER=root ; COMMAND=/bin/cat /var/log/boot.log\n'
74,2020-05-24 13:07:03,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
75,2020-05-24 13:07:03,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
76,2020-05-24 13:17:01,shukrithis-ubuntu,CRON[10895],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
77,2020-05-24 13:17:01,shukrithis-ubuntu,CRON[10895],' pam_unix(cron:session): session closed for user root\n'
78,2020-05-24 13:30:01,shukrithis-ubuntu,CRON[11016],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
79,2020-05-24 13:30:01,shukrithis-ubuntu,CRON[11016],' pam_unix(cron:session): session closed for user root\n'
80,2020-05-24 13:33:42,shukrithis-ubuntu,systemd-logind[999],""" Operation 'sleep' finished.\n"""
81,2020-05-24 13:33:47,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
82,2020-05-24 14:01:37,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
83,2020-05-24 14:07:35,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
84,2020-05-24 14:12:09,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
85,2020-05-24 14:17:01,shukrithis-ubuntu,CRON[12007],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
86,2020-05-24 14:17:01,shukrithis-ubuntu,CRON[12007],' pam_unix(cron:session): session closed for user root\n'
87,2020-05-24 14:30:01,shukrithis-ubuntu,CRON[12118],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
88,2020-05-24 14:30:01,shukrithis-ubuntu,CRON[12118],' pam_unix(cron:session): session closed for user root\n'
89,2020-05-24 15:05:50,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
90,2020-05-24 15:17:01,shukrithis-ubuntu,CRON[12872],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
91,2020-05-24 15:17:01,shukrithis-ubuntu,CRON[12872],' pam_unix(cron:session): session closed for user root\n'
92,2020-05-24 15:30:01,shukrithis-ubuntu,CRON[12912],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
93,2020-05-24 15:30:01,shukrithis-ubuntu,CRON[12912],' pam_unix(cron:session): session closed for user root\n'
94,2020-05-24 17:19:06,shukrithis-ubuntu,systemd-logind[999],""" Operation 'sleep' finished.\n"""
95,2020-05-24 17:19:18,shukrithis-ubuntu,gdm-password],' pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty1 ruser= rhost=  user=Shukrithi\n'
96,2020-05-24 17:19:42,shukrithis-ubuntu,gdm-password],' pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty1 ruser= rhost=  user=Shukrithi\n'
97,2020-05-24 17:19:52,shukrithis-ubuntu,CRON[13216],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
98,2020-05-24 17:19:52,shukrithis-ubuntu,CRON[13216],' pam_unix(cron:session): session closed for user root\n'
99,2020-05-24 17:19:54,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
100,2020-05-24 17:22:53,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
101,2020-05-24 17:22:53,shukrithis-ubuntu,pkexec[13675],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 75]\n'
102,2020-05-24 17:22:53,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
103,2020-05-24 17:22:53,shukrithis-ubuntu,pkexec[13679],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 75]\n'
104,2020-05-24 17:22:53,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
105,2020-05-24 17:22:53,shukrithis-ubuntu,pkexec[13682],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 75]\n'
106,2020-05-24 17:22:53,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
107,2020-05-24 17:22:53,shukrithis-ubuntu,pkexec[13685],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 75]\n'
108,2020-05-24 17:30:01,shukrithis-ubuntu,CRON[13944],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
109,2020-05-24 17:30:01,shukrithis-ubuntu,CRON[13944],' pam_unix(cron:session): session closed for user root\n'
110,2020-05-24 18:06:40,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
111,2020-05-24 18:17:01,shukrithis-ubuntu,CRON[15065],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
112,2020-05-24 18:17:01,shukrithis-ubuntu,CRON[15065],' pam_unix(cron:session): session closed for user root\n'
113,2020-05-24 18:30:01,shukrithis-ubuntu,CRON[15351],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
114,2020-05-24 18:30:01,shukrithis-ubuntu,CRON[15351],' pam_unix(cron:session): session closed for user root\n'
115,2020-05-24 19:17:01,shukrithis-ubuntu,CRON[15675],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
116,2020-05-24 19:17:01,shukrithis-ubuntu,CRON[15675],' pam_unix(cron:session): session closed for user root\n'
117,2020-05-24 19:30:01,shukrithis-ubuntu,CRON[15750],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
118,2020-05-24 19:30:01,shukrithis-ubuntu,CRON[15750],' pam_unix(cron:session): session closed for user root\n'
119,2020-05-24 19:53:39,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
120,2020-05-25 09:41:24,shukrithis-ubuntu,systemd-logind[999],""" Operation 'sleep' finished.\n"""
121,2020-05-25 09:41:39,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
122,2020-05-25 09:45:20,shukrithis-ubuntu,PackageKit,' uid 1000 is trying to obtain org.freedesktop.packagekit.system-sources-refresh auth (only_trusted:0)\n'
123,2020-05-25 09:45:20,shukrithis-ubuntu,PackageKit,' uid 1000 obtained auth for org.freedesktop.packagekit.system-sources-refresh\n'
124,2020-05-25 09:46:01,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/0 ; PWD=/home/Shukrithi ; USER=root ; COMMAND=/usr/bin/vi /etc/resolv.conf\n'
125,2020-05-25 09:46:01,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
126,2020-05-25 09:46:12,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
127,2020-05-25 09:48:55,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/0 ; PWD=/home/Shukrithi ; USER=root ; COMMAND=/usr/bin/vi /etc/resolv.conf\n'
128,2020-05-25 09:48:55,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
129,2020-05-25 09:49:14,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
130,2020-05-25 09:58:34,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
131,2020-05-25 09:58:34,shukrithis-ubuntu,pkexec[17048],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/update-notifier/package-system-locked]\n'
132,2020-05-25 10:16:37,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/0 ; PWD=/home/Shukrithi ; USER=root ; COMMAND=/usr/bin/vi /etc/resolv.conf\n'
133,2020-05-25 10:16:37,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
134,2020-05-25 10:17:01,shukrithis-ubuntu,CRON[17457],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
135,2020-05-25 10:17:01,shukrithis-ubuntu,CRON[17457],' pam_unix(cron:session): session closed for user root\n'
136,2020-05-25 10:17:01,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
137,2020-05-25 10:17:18,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/0 ; PWD=/home/Shukrithi ; USER=root ; COMMAND=/usr/bin/vi /etc/resolv.conf\n'
138,2020-05-25 10:17:18,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
139,2020-05-25 10:19:59,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
140,2020-05-25 10:28:10,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
141,2020-05-25 10:30:01,shukrithis-ubuntu,CRON[17767],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
142,2020-05-25 10:30:01,shukrithis-ubuntu,CRON[17767],' pam_unix(cron:session): session closed for user root\n'
143,2020-05-25 10:38:57,shukrithis-ubuntu,gdm-password],' pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty1 ruser= rhost=  user=Shukrithi\n'
144,2020-05-25 10:39:05,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
145,2020-05-25 11:17:01,shukrithis-ubuntu,CRON[18668],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
146,2020-05-25 11:17:01,shukrithis-ubuntu,CRON[18668],' pam_unix(cron:session): session closed for user root\n'
147,2020-05-25 11:30:01,shukrithis-ubuntu,CRON[18837],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
148,2020-05-25 11:30:01,shukrithis-ubuntu,CRON[18837],' pam_unix(cron:session): session closed for user root\n'
149,2020-05-25 11:44:26,shukrithis-ubuntu,systemd-logind[999],""" Operation 'sleep' finished.\n"""
150,2020-05-25 11:44:32,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
151,2020-05-25 11:45:21,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/0 ; PWD=/home/Shukrithi ; USER=root ; COMMAND=/usr/bin/vi /etc/resolv.conf\n'
152,2020-05-25 11:45:21,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
153,2020-05-25 11:45:27,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
154,2020-05-25 12:17:01,shukrithis-ubuntu,CRON[19736],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
155,2020-05-25 12:17:01,shukrithis-ubuntu,CRON[19736],' pam_unix(cron:session): session closed for user root\n'
156,2020-05-25 12:30:01,shukrithis-ubuntu,CRON[20044],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
157,2020-05-25 12:30:01,shukrithis-ubuntu,CRON[20044],' pam_unix(cron:session): session closed for user root\n'
158,2020-05-25 12:57:01,shukrithis-ubuntu,CRON[20435],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
159,2020-05-25 12:57:02,shukrithis-ubuntu,CRON[20435],' pam_unix(cron:session): session closed for user root\n'
160,2020-05-25 13:07:18,shukrithis-ubuntu,sudo,' Shukrithi : TTY=pts/0 ; PWD=/home/Shukrithi ; USER=root ; COMMAND=/usr/bin/vi /home/Shukrithi/.bash_aliases\n'
161,2020-05-25 13:07:18,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session opened for user root by (uid=0)\n'
162,2020-05-25 13:07:58,shukrithis-ubuntu,sudo,' pam_unix(sudo:session): session closed for user root\n'
163,2020-05-25 13:17:01,shukrithis-ubuntu,CRON[20806],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
164,2020-05-25 13:17:01,shukrithis-ubuntu,CRON[20806],' pam_unix(cron:session): session closed for user root\n'
165,2020-05-25 13:30:01,shukrithis-ubuntu,CRON[20958],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
166,2020-05-25 13:30:02,shukrithis-ubuntu,CRON[20958],' pam_unix(cron:session): session closed for user root\n'
167,2020-05-25 14:17:02,shukrithis-ubuntu,CRON[21233],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
168,2020-05-25 14:17:02,shukrithis-ubuntu,CRON[21233],' pam_unix(cron:session): session closed for user root\n'
169,2020-05-25 14:30:01,shukrithis-ubuntu,CRON[21330],' pam_unix(cron:session): session opened for user root by (uid=0)\n'
170,2020-05-25 14:30:01,shukrithis-ubuntu,CRON[21330],' pam_unix(cron:session): session closed for user root\n'
171,2020-05-25 14:33:01,shukrithis-ubuntu,gdm-password],' gkr-pam: unlocked login keyring\n'
172,2020-05-25 14:36:39,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
173,2020-05-25 14:36:39,shukrithis-ubuntu,pkexec[21533],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 446]\n'
174,2020-05-25 14:36:39,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
175,2020-05-25 14:36:39,shukrithis-ubuntu,pkexec[21538],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 817]\n'
176,2020-05-25 14:36:39,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
177,2020-05-25 14:36:39,shukrithis-ubuntu,pkexec[21541],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 1188]\n'
178,2020-05-25 14:36:46,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
179,2020-05-25 14:36:46,shukrithis-ubuntu,pkexec[21545],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 817]\n'
180,2020-05-25 14:36:46,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
181,2020-05-25 14:36:46,shukrithis-ubuntu,pkexec[21549],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 446]\n'
182,2020-05-25 14:36:46,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
183,2020-05-25 14:36:46,shukrithis-ubuntu,pkexec[21552],' Shukrithi: Executing command [USER=root] [TTY=unknown] [CWD=/home/Shukrithi] [COMMAND=/usr/lib/gnome-settings-daemon/gsd-backlight-helper /sys/devices/pci0000:00/0000:00:02.0/drm/card0/card0-eDP-1/intel_backlight 75]\n'
184,2020-05-25 14:36:46,shukrithis-ubuntu,pkexec,' pam_unix(polkit-1:session): session opened for user root by (uid=1000)\n'
